Event,Execution Timestamp,Dissemination Time,Cleared,Collateralization,End-User Exception,Bespoke,Block/Off facility,Execution Venue,UPI,Product,Contract Type,Effective Date,Maturity Date,Upfront Payment,Upfront Payment Currency,Upfront Payment Date,Settlement Currency,Leg 1 Type,Leg 1 Fixed Rate,Leg 1 Floating Index,Leg 1 Designated Maturity,Leg 1 Spread,Leg 1 Day Count Convention,Leg 1 Notional,Leg 1 Notional Currency,Leg 1 Payment Frequency,Leg1 Reset Frequency,Leg 2 Type,Leg 2 Fixed Rate,Leg 2 Floating Index,Leg 2 Designated Maturity,Leg 2 Spread,Leg 2 Day Count Convention,Leg 2 Notional,Leg 2 Notional Currency,Leg 2 Payment Frequency,Leg 2 Reset Frequency,Embedded Option,Option Strike Price,Option Type,Option Family,Option Currency,Option Premium,Option Lockout Period,Option Expiration Date,Asset Class,Rpt ID,Prev Rpt ID,Future Value Notional,Contract Subtype
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.576236,USD.USD-SOFR-COMPOUND..,nan,0.9998155,ACT/360,140000000.0,CZK,6M,nan,Fixed,0.9936773,CZK.PRIBOR.3M.PRBO,nan,0.9895979,ACT/360,140000000.0,CHF,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,5.6783875e-07,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5762708,nan,nan,0.98616725,ACT/360,140042700.0,NOK,6M,nan,Fixed,0.9977462,PLN-WIBOR,nan,0.9989976,ACT/360,150550770.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.00044748138,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5763748,USD.USD-SOFR-COMPOUND..,nan,0.9996774,ACT/360,140000000.0,CLP,6M,nan,Fixed,0.9950482,CZK.PRIBOR.3M.PRBO,nan,0.99677134,ACT/360,140000000.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,5.537181e-07,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,1.6108977,USD.LIBOR.3M.BBA,nan,0.00583243,ACT/365,656999940.0,KRW,6Y,MTH,FLOAT,0.039051052,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,nan,0.013915446,ACT/365,656998300.0,NOK,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.99999404,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,2.938999,USD.LIBOR.3M.BBA,nan,0.24911898,ACT/365,656975700.0,PLN,6Y,MTH,FLOAT,0.5138389,CZK.CZK-PRIBOR-PRBO.3M.CZK-PRIBOR-PRBO,nan,0.5348194,ACT/365,656977400.0,NOK,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.9989522,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,1.5817115,USD.LIBOR.3M.BBA,nan,0.0034478125,ACT/365,656999940.0,CAD,6Y,MTH,FLOAT,0.00047440233,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,nan,0.0011639633,ACT/365,656999300.0,CAD,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.99999875,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.571616,USD.USD-SOFR-COMPOUND..,nan,0.99943143,ACT/360,140000000.0,HKD,6M,nan,Fixed,0.9898425,CZK.PRIBOR.3M.PRBO,nan,0.9937827,ACT/365.FIXED,140000000.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,2.1039885e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,1.5809639,USD.LIBOR.3M.BBA,nan,0.0021453388,ACT/365,657000000.0,KRW,6Y,3M,FLOAT,0.0013979439,BRL-CDI,nan,9.178412e-05,ACT/365,656999940.0,HKD,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.99999994,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.5764332,USD.MUNIPSA.3M.Bloomberg,nan,0.9497362,ACT/365,572186750.0,ZAR,6Y,MTH,FLOAT,0.99994826,USD.USA-CPI-U.3Y.USA-CPI-U,nan,0.99964577,ACT/365,656948800.0,NOK,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.6061537,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5764456,CAD.CORRA.1T.OIS-COMPOUND,nan,0.99943393,ACT/360,140000050.0,NZD,6M,nan,Fixed,0.9992566,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.99893093,ACT/360,140001800.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,2.7300968e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5764625,nan,nan,0.95409095,ACT/360,142710960.0,NOK,MTH,nan,Float,0.9996749,MXN.TIIE.28D.Banxico,nan,0.99968374,ACT/360,648230000.0,CNY,3M,6M,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.007900853,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5764449,USD.USD-SOFR-COMPOUND..,nan,0.99971646,ACT/360,140000000.0,CLP,6M,nan,Fixed,0.99099326,CZK.PRIBOR.3M.PRBO,nan,0.9953461,ACT/360,140000000.0,CHF,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.0698137e-06,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.575994,USD.USD-SOFR-COMPOUND..,nan,0.99390703,ACT/360,140000910.0,NZD,6M,nan,Fixed,0.992435,PLN-WIBOR,nan,0.99795526,ACT/360,140225360.0,SEK,3M,6M,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.000102069025,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5763633,USD.USD-SOFR-COMPOUND..,nan,0.9997794,ACT/360,140000000.0,HKD,6M,nan,Fixed,0.98963004,CZK.PRIBOR.3M.PRBO,nan,0.9946434,ACT/360,140000000.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.9852557e-06,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5756123,USD.USD-SOFR-COMPOUND..,nan,0.999775,ACT/360,140000000.0,NZD,6M,nan,Fixed,0.99647295,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.99696326,ACT/365.FIXED,140000020.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.1883052e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5754206,nan,nan,0.99175936,ACT/360,140065860.0,NOK,MTH,nan,Float,0.99963516,PLN-WIBOR,nan,0.99947846,ACT/360,167837220.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.00094872754,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5759997,USD.USD-SOFR-COMPOUND..,nan,0.9997658,ACT/360,140000000.0,HKD,6M,nan,Fixed,0.99803346,CZK.PRIBOR.3M.PRBO,nan,0.99570554,ACT/360,140000000.0,CHF,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,6.1380842e-06,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.5764484,USD.LIBOR.3M.BBA,nan,0.9672156,ACT/365,637014600.0,THB,6Y,MTH,FLOAT,0.99992245,EUR.EUR-EURIBOR-Reuters.3M.EUR-EURIBOR-Reuters,nan,0.9995672,ACT/365,656910460.0,NOK,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.7994738,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5737803,USD.USD-SOFR-COMPOUND..,nan,0.9989193,ACT/360,140000000.0,HKD,6M,nan,Fixed,0.98707694,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.9943963,ACT/365.FIXED,140000000.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.787411e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.5751398,USD.MUNIPSA.3M.Bloomberg,nan,0.83541113,ACT/365,652093060.0,THB,6Y,MTH,FLOAT,0.99448174,EUR.EUR-EURIBOR-Reuters.3M.EUR-EURIBOR-Reuters,nan,0.99494165,ACT/365,656988400.0,NOK,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.9032951,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5762732,MXN.TIIE.28D.Banxico,nan,0.9960704,ACT/360,140000050.0,NZD,6M,nan,Fixed,0.9961738,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.9982781,ACT/360,140002820.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,4.852486e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5762324,USD.USD-SOFR-COMPOUND..,nan,0.9998435,ACT/360,140000000.0,CLP,6M,nan,Fixed,0.98353106,CZK.PRIBOR.3M.PRBO,nan,0.9776538,ACT/360,140000000.0,CHF,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,3.5851525e-07,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5759988,nan,nan,0.9846706,ACT/360,140053230.0,NOK,MTH,nan,Float,0.9971262,EUR.EUR-EURIBOR-Reuters.6M.EUR-EURIBOR-Reuters,nan,0.9992169,ACT/360,189498140.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.00047220156,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.5761535,nan,nan,0.9474794,ACT/360,184777380.0,NOK,MTH,QTR,Float,0.9985706,MXN.TIIE.28D.Banxico,nan,0.99959415,ACT/360,655750400.0,MXN,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.008441415,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5764072,USD.USD-SOFR-COMPOUND..,nan,0.99947304,ACT/360,140000000.0,NZD,6M,nan,Fixed,0.98964024,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.99440175,ACT/360,140000000.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,9.059336e-06,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,1.5800004,USD.LIBOR.3M.BBA,nan,0.00079452037,ACT/365,657000000.0,CAD,6Y,3M,FLOAT,3.061533e-05,BRL-CDI,nan,3.128719e-05,ACT/365,656993340.0,HKD,ZC,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,2.0672927,USD.LIBOR.3M.BBA,nan,0.15490921,ACT/365,656692860.0,PLN,6Y,MTH,FLOAT,0.57529116,USD-LIBOR,nan,0.9493355,ACT/365,656982900.0,NOK,6Y,MTH,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.8856285,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5758016,nan,nan,0.98724884,ACT/360,140008260.0,NOK,6M,nan,Fixed,0.99583626,EUR.EUR-EURIBOR-Reuters.6M.EUR-EURIBOR-Reuters,nan,0.99851143,ACT/360,141664530.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.00020001386,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,1.58,USD.AAA_MUNI.6M.Reuters,nan,6.2259446e-06,ACT/365.FIXED,657000000.0,CAD,3M,3M,FLOAT,4.4983772e-09,BRL-CDI,nan,8.969211e-08,ACT/365,656998140.0,HKD,ZC,MTH,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,1.6048728,USD.LIBOR.3M.BBA,nan,0.009638535,ACT/365,656999940.0,KRW,6Y,MTH,FLOAT,0.0044783736,CZK.CZK-PRIBOR-PRBO.3M.CZK-PRIBOR-PRBO,nan,0.015117823,ACT/365,656999040.0,NOK,6Y,MTH,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.9999793,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,FLOAT,1.58,EUR.EURIBOR.6M.Reuters,nan,1.861742e-09,ACT/365.FIXED,657000000.0,CAD,3M,3M,FLOAT,1.5813487e-16,AUD-AONIA-OIS Compound,nan,1.2122541e-16,ACT/365,656996740.0,GBP,6WK,3M,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5757453,USD.USD-SOFR-COMPOUND..,nan,0.9996568,ACT/360,140000000.0,HKD,6M,nan,Fixed,0.99201214,CZK.PRIBOR.3M.PRBO,nan,0.9934958,ACT/360,140000000.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.5077248e-06,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,FLOAT,1.58,GBP.LIBOR.6M.BBA,nan,4.4143735e-07,ACT/365.FIXED,657000000.0,CAD,3M,3M,FLOAT,2.8954072e-11,AUD-AONIA-OIS-COMPOUND,nan,6.807189e-13,ACT/365,656999600.0,CAD,QTR,3M,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.576452,nan,nan,0.9647186,ACT/360,142921140.0,NOK,MTH,nan,Float,0.99989426,MXN.TIIE.28D.Banxico,nan,0.9996872,ACT/360,643910300.0,MXN,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.0029090939,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5747826,USD.USD-SOFR-COMPOUND..,nan,0.9996568,ACT/360,140000000.0,CLP,6M,nan,Fixed,0.97358835,CZK.PRIBOR.3M.PRBO,nan,0.9656196,ACT/360,140000000.0,SEK,3M,6MTH,nan,,nan,nan,,,nan,nan,nan,nan,nan,6.8912243e-07,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.576477,USD.USD-SOFR-COMPOUND..,nan,0.9994141,ACT/360,140000000.0,CLP,6M,nan,Fixed,0.99766374,CZK.PRIBOR.3M.PRBO,nan,0.99440855,ACT/360,140000000.0,CHF,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.1364922e-06,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5763557,nan,nan,0.98870313,ACT/360,141719600.0,NOK,MTH,nan,Float,0.99994624,USD.USD-LIBOR-BBA.3.,nan,0.9996664,ACT/360,637083260.0,MXN,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.0027771033,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,FLOAT,1.58,EUR.EURIBOR.6M.Reuters,nan,2.3208083e-06,ACT/365.FIXED,657000000.0,CAD,3M,3M,FLOAT,1.0154664e-12,AUD-AONIA-OIS-COMPOUND,nan,8.8270027e-13,ACT/365,656985500.0,GBP,6WK,3M,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.4009454,USD.LIBOR.3M.BBA,nan,0.17467503,ACT/365,656161150.0,THB,6Y,MTH,FLOAT,0.4846192,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,nan,0.978778,ACT/365,656990600.0,NOK,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.9834248,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.576459,nan,nan,0.99192,ACT/360,140345460.0,NOK,6M,nan,Float,0.99973524,USD.USD-LIBOR-BBA.3.,nan,0.99976075,ACT/360,402761660.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.0008653261,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,FLOAT,1.58,EUR.EURIBOR.6M.Reuters,nan,7.842827e-14,365/360,657000000.0,BRL,3M,3M,FLOAT,2.2045547e-26,AUD-AONIA-OIS Compound,nan,2.0354595e-27,BUS/252,656998100.0,CAD,6M,3M,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.5764809,nan,nan,0.92605615,ACT/360,201811680.0,NOK,6Y,MTH,Float,0.9995238,CZK-PRIBOR,nan,0.99946976,ACT/360,656235100.0,CZK,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.03429576,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5762103,USD.LIBOR.1M.BBA,nan,0.998058,ACT/360,140001460.0,EUR,6M,nan,Fixed,0.9977837,EUR.EUR-EURIBOR-Reuters.6M.EUR-EURIBOR-Reuters,nan,0.9987366,ACT/360,140152740.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.00010665197,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,1.580055,USD.USD-LIBOR-BBA.3.,nan,0.002396202,ACT/365,656999040.0,PLN,6Y,3M,FLOAT,0.0008387435,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,nan,0.012526074,ACT/365,656968640.0,GBP,ZC,MTH,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.99961674,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,1.6107873,USD.LIBOR.3M.BBA,nan,0.016528897,ACT/365,656994940.0,PLN,6Y,MTH,FLOAT,0.14226055,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,nan,0.07782035,ACT/365,656974100.0,CAD,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.9997872,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5764499,USD.USD-SOFR-COMPOUND..,nan,0.999667,ACT/360,140000000.0,HKD,6M,nan,Fixed,0.99918646,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.9979799,ACT/365.FIXED,140000020.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,4.2608144e-06,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,FLOAT,1.58,EUR.EURIBOR.6M.Reuters,nan,1.439587e-07,ACT/365.FIXED,657000000.0,CAD,3M,3M,FLOAT,2.4234727e-13,AUD-AONIA-OIS-COMPOUND,nan,1.3625886e-13,ACT/365,656991400.0,GBP,6WK,3M,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5762658,MXN.TIIE.28D.Banxico,nan,0.99930185,ACT/360,140000020.0,HKD,6M,nan,Fixed,0.99522763,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.99795747,ACT/365.FIXED,140000140.0,CHF,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,2.0551133e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5761032,MXN.TIIE.28D.Banxico,nan,0.99745256,ACT/360,140000210.0,NZD,6M,nan,Fixed,0.9985024,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.9989724,ACT/360,140028110.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,5.2744293e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5741951,nan,nan,0.98924387,ACT/360,140016290.0,NOK,MTH,nan,Fixed,0.99935114,PLN-WIBOR,nan,0.998553,ACT/360,150985380.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.00035470643,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5762892,CAD.CORRA.1T.OIS-COMPOUND,nan,0.995818,ACT/360,140000130.0,NZD,6M,nan,Fixed,0.99660826,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.9983758,ACT/360,140010640.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,5.9063113e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,1.580001,USD.LIBOR.3M.BBA,nan,0.00064536504,ACT/365,657000000.0,CAD,6Y,3M,FLOAT,3.4494562e-05,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,nan,8.9579764e-05,ACT/365,656990460.0,HKD,ZC,MTH,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.9999995,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,3.5760689,USD.MUNIPSA.3M.Bloomberg,nan,0.9397847,ACT/365,648595800.0,THB,6Y,MTH,FLOAT,0.9998947,EUR.EUR-EURIBOR-Reuters.3M.EUR-EURIBOR-Reuters,nan,0.9962528,ACT/365,656961540.0,NOK,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.82706887,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5764422,MXN.TIIE.28D.Banxico,nan,0.9945941,ACT/360,140022450.0,NOK,6M,nan,Fixed,0.9981741,GBP.GBP-SONIA-COMPOUND.1Y.GBP-SONIA-COMPOUND,nan,0.998985,ACT/360,145038320.0,CLP,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.00025452036,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5764692,USD.USD-SOFR-COMPOUND..,nan,0.9995587,ACT/360,140000000.0,HKD,6M,nan,Fixed,0.9982879,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.9949994,ACT/365.FIXED,140000000.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.257322e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,1.5800073,USD.USD-LIBOR-BBA.3.,nan,0.00093320844,ACT/365,657000000.0,CAD,6Y,3M,FLOAT,2.0560112e-05,BRL-CDI,nan,3.9177627e-05,ACT/365,656999740.0,HKD,ZC,MTH,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.99999994,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,1.5800247,USD.LIBOR.3M.BBA,nan,0.008162029,ACT/365,656999550.0,PLN,6Y,3M,FLOAT,0.0006609525,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,nan,0.034365833,ACT/365,656532600.0,NOK,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.99944395,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,1.5825535,USD.LIBOR.3M.BBA,nan,0.0042634183,ACT/365,657000000.0,KRW,6Y,MTH,FLOAT,0.0029681511,CZK.CZK-PRIBOR-PRBO.3M.CZK-PRIBOR-PRBO,nan,0.0023829716,ACT/365,656998100.0,NOK,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.9999867,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.576188,USD.USD-SOFR-COMPOUND..,nan,0.9982365,ACT/360,140000020.0,NZD,6M,nan,Fixed,0.99775285,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.99529856,ACT/360,140000400.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,2.4804807e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,1.58,USD.USD-LIBOR-BBA.3.,nan,3.0108178e-05,ACT/365.FIXED,657000000.0,CAD,3M,3M,FLOAT,7.8598106e-10,BRL-CDI,nan,2.5693732e-09,ACT/365,656724200.0,HKD,ZC,MTH,nan,,nan,nan,,,nan,nan,nan,nan,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Float,3.5759766,USD.USD-SOFR-COMPOUND..,nan,0.9978276,ACT/360,140000020.0,HKD,6M,nan,Fixed,0.9959761,EUR.EUR-EONIA-OIS-COMPOUND..EUR-EONIA-OIS-COMPOUND,nan,0.99838924,ACT/360,140002270.0,SEK,3M,nan,nan,,nan,nan,,,nan,nan,nan,nan,nan,4.2884785e-05,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,Fixed,1.7262396,USD.LIBOR.3M.BBA,nan,0.063360415,ACT/365,656999800.0,PLN,6Y,MTH,FLOAT,0.31909144,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,nan,0.016777456,ACT/365,656978300.0,CAD,6Y,6,nan,,nan,nan,,,nan,nan,nan,nan,nan,0.99999046,nan
